source,added,keep,name,search_ddg_tmp,party,gender,dep17,mandates,twitter,description,city,dept,geo,notes,notes_url,flag_collected_31_may_2019,EM_zone,EM_career,id,statuses,followers,created,last_tweeted
Twitter,2016-12,yes,Tom PENTECOTE,https://duckduckgo.com/?q=Tom+PENTECOTE+twitter,LR,m,,,pentecotetom,Responsable des Jeunes Republicains Loire @jeunesreps42 | Conseiller National les Republicains | Engage avec Gael #Perdriau | Mes tweets n'engagent que moi,,,n,,,FALSE,,,427538476,2810,1169,2011,21/12/2016
Twitter,2016-12,yes,Martin JEAN-WILFRIED,,LR,m,,,jwmartin69100,President de Changeons Villeurbanne - Conseiller National Les Republicains - Conseiller Municipal - Conseiller Metropole Lyon #Villeurbanne #LesRepublicains,,,n,,,TRUE,,,472353977,10562,790,2012,23/12/2016
Twitter,2016-12,yes,François ROCHEBLOINE,https://duckduckgo.com/?q=François+ROCHEBLOINE+twitter,UDI,m,,,frrochebloine,"Depute de la 3e circonscription de la Loire, President de la Federation UDI de la Loire",,,n,,,FALSE,,,498855844,345,705,2012,04/11/2016
Twitter,2016-12,yes,Céline BOULAY-ESPERONNIER,,LR,f,,,cbe16,Celine Boulay-Esperonnier. Conseiller de Paris. Vice presidente du groupe LR au Cons de Paris Conseiller metropolitain #MGP. Elue du 16e chargee de la culture,paris,paris,y,,,TRUE,,,558460829,3223,1338,2012,18/12/2016
Twitter,2016-12,yes,Olivier MONTEIL,,FN,m,,,olivier_monteil,Conseiller regional FN #Occitanie I Membre Comite central FN I Secretaire departemental FN des Hautes-Pyrenees #FN I Officier superieur I Saint-Cyr #Marine2017,,,n,,,TRUE,,,727425000000000000,3594,1658,2016,22/12/2016
Twitter,2016-12,yes,Véronique MARENDAT,,UDI,f,,,vmarendat,Maire de Segonzac - Presidente de la Communaute de Communes de Grande Champagne - Conseillere Regionale UDI Nouvelle-Aquitaine,,,n,,,TRUE,,,87278979,1807,1040,2009,20/12/2016
Twitter,2016-12,yes,Patrick TREMEGE,,LR,m,,,patrick_tremege,Ancien Depute. Conseiller de Paris. Vice-President du groupe UMP au Conseil de Paris. Delegue de la 9eme circonscription President de l'institut HAUSSMAN,,,n,,,TRUE,,,197962895,636,1245,2010,17/12/2016
Twitter,2016-12,yes,Sonia DE LA PROVOTE,,UDI,f,,,soniadlpcaen,Premiere adjointe ville de Caen. VP Conseil departemental du Calvados - Presidente de Caen Normandie Metropole. UDI,,,n,,,TRUE,,,2178309620,2188,1739,2013,20/12/2016
Twitter,2016-12,yes,Isabelle AMAGLIO,,DVG-PRG,f,,,isabamaglio,"Sartrouvilloise engagee, conseillere municipale PRG Compte libre et tweet.s perso #Humanisme",,,n,,,TRUE,,,564004688,8672,498,2012,23/12/2016
Twitter,2016-12,yes,Henri AREVALO,,EELV,m,,,henriarevalo,"Elu local Ramonville - CA du Sicoval - SMTC Tisseo Toulouse, membre Bureau Executif EELV delegue acteurs economiques, President du RRMA Occitanie Cooperation",ramonville,,y,,,TRUE,,,1883473123,598,599,2013,11/12/2016
Twitter,2016-12,yes,Jean-Pierre BRENAS,,LR,m,,,jpbrenas,Conseiller Regional LR Auvergne Rhone-Alpes President du Groupe d'Opposition a la Mairie de Clermont-Ferrand,clermont ferrand,,y,,,TRUE,,,534398477,4287,2429,2012,21/12/2016
Twitter,2016-12,yes,Matthieu PASQUIO,,PS,m,,,m_pasquio,Secretaire du PS de Palaiseau - Conseiller municipal d'opposition - Conseiller departemental remplacant #Palaiseau,palaiseau,,y,,,TRUE,,,828666265,2251,1019,2012,19/12/2016
Twitter,2016-12,yes,Habiba BIGDADE,,PS,f,,,habibabigdade,"Adjointe au maire a la sante, Conseillere territoriale POLDefense, Secretaire de section PS Nanterre, militante des droits de l'homme #montebourg2017",nanterre,,y,,,TRUE,,,419911729,1073,746,2011,22/12/2016
Twitter,2016-12,yes,Laurent TOUZET,,PS,m,,,touzetlaurent,"Prof en college, militant PS et maire adjoint #Paris12 #education #ecologie",paris,paris,y,,,TRUE,,,856466322,1165,1057,2012,20/12/2016
Twitter,2016-12,yes,Jean-Claude PHILIPOT,,FN,m,,,jcphilipot,"Doctorat defense, DESS IAE, ESM St Cyr. Comite central FN. President du groupe FN au conseil municipal de Reims, et au conseil de Reims Metropole. #Marine2017",,,n,,,TRUE,,,864276409,20173,2013,2012,21/12/2016
Twitter,2016-12,yes,Hervé GRELARD,,UDI,m,,,hgnantes,Chef de file UDI Nantes. Conseiller municipal & Conseiller metropolitain.,,,n,,,TRUE,,,100957127,2320,1484,2010,19/12/2016
Twitter,2016-12,yes,Maxime CHAUSSAT,,FN,m,,,mxchaussat,Responsable departemental du Front National de l'Ain. #FN01. Conseiller regional Auvergne/Rhone-Alpes.,,,n,,,TRUE,,,2198386768,6185,846,2013,21/12/2016
Twitter,2016-12,yes,Adrien DELACROIX,,PS,m,,,adriendelacroix,"Secretaire de section @PsSaintDenis, President du groupe d'opposition PS @VilleSaintDenis, Administrateur office HLM de @PlaineCommune. Team @benoithamon",,,n,,,TRUE,,,56341299,1523,1126,2009,19/12/2016
Twitter,2016-12,yes,Alexandre GRENOT,,LR,m,,,alexgrenot,"AGRICULTEUR,34 ans,Les Republicains,Conseiller Departemental de la Charente-Maritime,Canton de THENAC,Maire-Adjoint Les Gonds",,,n,,,TRUE,,,1272366848,2441,1253,2013,16/12/2016
Twitter,2016-12,yes,Eric DAUBECHIES,,MODEM,m,,,modemcreuse,President du MoDem de la Creuse (23). Conseiller national du Mouvement Democrate. Gerant de societe.,,,n,,,TRUE,,,220464114,3218,741,2010,21/12/2016
Twitter,2016-12,yes,Benjamin MAUDUIT,,PS,m,,,bmauduit,"Elu municipal Ville de Nantes PS : Emergence, Nuit, Developpement artistique en milieu scolaire et universitaire. Conseiller Nantes Metropole",nantes,,y,,,TRUE,,,8865682,9208,1826,2007,22/12/2016
Twitter,2016-12,yes,David LABICHE,,LR,m,,,labiche_david,Maire-adjoint Chatelaillon Secretaire National LR Membre du bureau du Conseil National LR Secretaire Departemental Adjoint LR17 Delegue LR Pdtcomite DeGaulle,,,n,,,TRUE,,,974420432,3305,763,2012,06/12/2016
Twitter,2016-12,yes,Laurence BOUILHOL,,LR,f,,,lbouilhol,Conseillere municipale Le Puy en Velay ville pittoresque 20 000 hab. chemin de St Jacques de Compostelles. Deleguee 1ere circo 43 LR @laurentwauquiez @J_PVigier,,,n,,,TRUE,,,1132116872,3982,1368,2013,19/12/2016
Twitter,2016-12,yes,Béatrice VESSILLER,,EELV,f,,,beavessiller,Vice-presidente Eelv de la Metropole de Lyon. Conseillere municipale de Villeurbanne,villeurbanne,rhone,y,,,TRUE,,,1332376914,338,642,2013,15/12/2016
Twitter,2016-12,yes,Laurent BOURGUIGNAT,,LR,m,,,lbourguignat,Conseiller municipal de #Dijon - Conseiller du Grand Dijon - Les Republicains,dijon,,y,,,TRUE,,,356373215,1724,999,2011,22/12/2016
Twitter,2016-12,yes,Marc LEROUGE,,UDI,m,,,lerougemarc,Elu UDI aux Transports - Developpement economique - Emploi - Ecodomaine / President @udijeunes78 / Bureau @UDI_Yvelines78 / Delegue national et CM @FedeFrQc,,,n,,,TRUE,,,970905744,21516,723,2012,22/12/2016
Twitter,2016-12,yes,Tonino MACQUET,,PS,m,,,macquettonino,President du groupe PS radicaux et apparentes au Conseil municipal de Roubaix,roubaix,nord,y,,,TRUE,,,1871191134,543,2263,2013,17/11/2016
Twitter,2016-12,yes,Mario ROSSI,,UDI,m,,,mariorossireims,"Adjoint au Maire de Reims, Vice President du Conseil departemental de la Marne UDI",reims,marne,y,,,TRUE,,,218865347,12510,2411,2010,20/12/2016
Twitter,2016-12,yes,Rudy VERCUCQUE,,FN,m,,,rudy_vercucque,Conseiller Regional NPDCP-Secretaire Front National de la 7eme Circonscription du Pas-de-Calais @MLP_officiel @FN_officiel @FN_Calais @FNJ_officiel #Calais #FN,calais,pas de calais,y,,,TRUE,,,3246137973,1832,888,2015,20/12/2016
Twitter,2016-12,yes,Jean-Guillaume REMISE,,FN,m,,,jgremise,Conseiller Regional #FN #LRMP #Occitanie - VP du Groupe. SD FN Aveyron & 3 tours du monde par an #business #export #Asie #Moyenorient #Pacifique,,,n,,,TRUE,,,4386200417,6219,822,2015,21/12/2016
Twitter,2016-12,yes,Michael SERTAIN,,LR,m,,,michaelsertain,Delegue Les Republicains de la 3e circonscription de L'Oise - Conseiller Municipal de Creil - Conseiller Communautaire CAC.,,,n,,,TRUE,,,590304918,1649,1681,2012,11/12/2016
Twitter,2016-12,yes,Julien MARTINEZ,,LR,m,,,julienmartinez,Conseiller municipal #lr d'oyonnax et communautaire CCHB ~ Delegue de la 5e circo' de l'Ain ~ Conseiller national Les Republicains ~,,,n,,,TRUE,,,80603850,2261,1584,2009,25/11/2016
Twitter,2016-12,yes,Habib SHOUKRY,,LR,m,,,habib_shoukry,Les Republicains 13e Delegue de la 9e circonscription Conseiller National,,,n,,,TRUE,,,147154057,4358,1224,2010,22/12/2016
Twitter,2016-12,yes,Guillaume RICHARD,,LR,m,,,guillaumerichar,"Conseiller municipal de #Nantes - Conseiller communautaire, #NantesMetropole. Delegue 2eme Circo LR LA . Gerant de societe.",,,n,,,TRUE,,,17654013,3400,2686,2008,19/12/2016
Twitter,2016-12,yes,Johann CESA,,PS,m,,,cesajohann,Conseiller regional Auvergne Rhone-Alpes. Conseiller municipal (Feurs) et communautaire (Feurs en Forez). Secretaire federal a la coordination du PS Loire.,,,n,,,TRUE,,,18073454,1264,968,2008,22/12/2016
Twitter,2016-12,yes,Romain BAIL,,LR,m,,,bailromain,Maire de Ouistreham Riva-Bella Vice-President de Caen-la-Mer Littoral et Tourisme Conseiller National LR,,,n,,,TRUE,,,273959755,1014,1661,2011,21/12/2016
Twitter,2016-12,yes,Jean-François LEGARET,,LR,m,,,jf_legaret,"Maire du 1er arrondissement, . Conseiller regional d'Ile-de-France,. 1er Vice-president du Groupe Les Republicains au Conseil de Paris",paris,paris,y,,,TRUE,,,3297266671,219,830,2015,24/11/2016
Twitter,2016-12,yes,Jean-Paul LEFEBVRE,,PS,m,,,jpaullefebvre,elu PS a Noisy-le-Sec,noisiy le sec,,y,,,TRUE,,,70510988,290,461,2009,15/12/2016
Twitter,2016-12,yes,Laurence MOTOMAN,,EELV,f,,,laurencemotoman,Conseillere Regionale #NouvelleAquitaine * Groupe EELV ecologiste et citoyen * Transition energetique et ecologique *,,,n,,,TRUE,,,833613360,6242,474,2012,21/12/2016
Twitter,2016-12,yes,Christophe COUNIL,,PS,m,,,chcounil,"Premier secretaire du PS Sarthois, Conseiller departemental de la Sarthe (Le Mans 6), Maire adjoint du Mans a la vie des Quartiers et a la Securite publique.",le mans,sarthe,y,,,TRUE,,,1653673873,3378,1389,2013,20/12/2016
Twitter,2016-12,yes,Anne KESSLER,,FN,f,,,_a_kessler,Conseillere regionale @fn_paca | Secretaire de la 8 eme circonscription du Front National Alpes-Maritimes | @FN_officiel,,,n,,,TRUE,,,3806527877,390,1984,2015,19/12/2016
Twitter,2016-12,yes,Alexandre SCHILLING,,LR,m,,,alexschilling,Adjoint au Maire des 6/8 Delegue a la proprete au tri selectif et a la lutte contre le bruit. Responsable Jeunes Actif UMP 2eme circo des BDR,,,n,,,TRUE,,,56125669,4585,960,2009,21/12/2016
Twitter,2016-12,yes,Paul BROUNAIS,,LR,m,,,paulbrounais,Consultant #ComPol Ubeda Partners | Responsable Com & Presse @GroupeUCD Nantes | ex Groupe UMP @Assembleenat | Elu au Pellerin (44) | Juriste publiciste,,,n,,,TRUE,,,56729919,3392,1283,2009,16/12/2016
Twitter,2016-12,yes,Sébastien LEROUX,,UDI,m,,,sleroux28,Delegue 2e circo UDI 28 - conseiller national et dept. UDI-NC-LesCentristes-conseiller municipal delegue Dreux - conseiller communautaire-rempl.conseil dept.28,dreux,,y,,,TRUE,,,962867664,8952,834,2012,21/12/2016
Twitter,2016-12,yes,Patrick PRODHON,https://duckduckgo.com/?q=Patrick+PRODHON+twitter,PS,m,,,pprodhon,Militant PS et conseiller municipal d'opposition / #LaFabriquePS 31 / CN PS / Directeur de projet informatique,,,n,,,FALSE,,,18629937,23240,795,2009,20/12/2016
Twitter,2016-12,yes,Julien GUIBERT,,FN,m,,,julienguibertfn,"Responsable du Fn de l'Auxerrois, conseiller regional Bourgogne/Franche-Comte",,,n,,,TRUE,,,2558433277,185,507,2014,19/12/2016
Twitter,2016-12,yes,Dominique TRIPET,,FDG,f,,,circe_45,"Conseillere Municipale FDG a Orleans. Militante Feministe et Associative engagee pour les droits des Femmes, le droit au logement, la Liberte d'Expression.",,,n,uses 'Circé' pseudonym online,,TRUE,,,291613203,17325,1849,2011,22/12/2016
Twitter,2016-12,yes,Nathalie MALMBERG,,PS,f,,,nath_malmberg,Conseillere Municipale socialiste. Secretaire Nationale du Parti Socialiste en charge de la FP. Secretaire Federale de la Marne en charge des finances.,,,n,,,TRUE,,,847948572,8226,718,2012,20/12/2016
Twitter,2016-12,yes,Laure ESQUIEU,https://duckduckgo.com/?q=Laure+ESQUIEU+twitter,LR,f,,,laure_esquieu,Candidate LR aux legislatives #circo7509 - Conseillere du 13eme arrdt | RDJA @JReps75 | Representante departementale de @FrancoisFillon a Paris #Fillon2017,paris,paris,y,,,FALSE,,,93223735,1766,1347,2009,18/12/2016
Twitter,2016-12,yes,Audrey HAREL,,PS,f,,,audreyharellrsy,"Elue municipale #LRSY A gauche. Feministe. Gay friendly. Ex-CF PS 85. Prof. Directrice #GEA #IUTLRSY, resp Relations internationales. Universite de Nantes.",,,n,,,TRUE,,,2338686942,22275,2107,2014,20/12/2016
Twitter,2016-12,yes,Sébastien LEPRÊTRE,,LR,m,,,lepretre_seb,Maire de La Madeleine - Vice-President de la Metropole Europeenne de Lille - President du groupe Les Republicains au conseil regional Hauts de France,,,n,,,TRUE,,,3354715863,577,990,2015,20/12/2016
Twitter,2016-12,yes,Ludovic PERNEY,,LR,m,,,ludovicperney,Conseiller Regional delegue de Provence-Alpes-Cote d'Azur Responsable des @JeunesRep13 Conseiller national LR Etudiant 20 ans,,,n,,,TRUE,,,357027059,5676,1811,2011,20/12/2016
Twitter,2016-12,yes,Rachel CAPRON,,PS,f,,,rachelcapron,Angevine engagee et passionnee. Membre du Conseil National du PS pour La Fabrique socialiste.,,,n,,,TRUE,,,483141297,3068,1173,2012,19/12/2016
Twitter,2016-12,yes,Béatrice MOTTIER,,UDI,f,,,mottierb,Communicante et engagee. UDI - Adjointe au Maire de Laval - Conseillere departementale #Laval2 - Presidente de @lavalvirtual . Candidate aux legislatives #5301,,,n,,,TRUE,,,106532824,6689,1678,2010,20/12/2016
Twitter,2016-12,yes,Thomas QUÉRO,,PS,m,,,thomasquero,Militant socialiste nantais. Secretaire de section PS Nantes-ouest. Adjoint au Maire/cons.metropolitain Nantes.La transition environnementale est notre 1er defi,,,n,,,TRUE,,,1929986143,3504,1326,2013,17/12/2016
Twitter,2016-12,yes,Catherine YOT,,FN,f,,,yotcatherine,Conseillere Municipale FN VENCE-06 . Collectif Belaud-Argos(cause animale). belaud-argos.fr - https://t.co/BBanqq38eY -marine2017.fr,,,n,,,TRUE,,,2401979850,6126,1325,2014,20/12/2016
Twitter,2016-12,yes,Yves-Marie UHLRICH,https://duckduckgo.com/?q=Yves-Marie+UHLRICH+twitter,UDI,m,,,ymuhlrich,"Maire d'Ecully, Conseiller Regional/President de la Commission Securite Region Auvergne-Rhone-Alpes, Delegue UDI Metropole de Lyon, Chirurgien Maxillo-facial",,,n,,,FALSE,,,2736596943,399,489,2014,18/12/2016
Twitter,2016-12,yes,Jean LECOINNET,,FN,m,,,jeanlecoinnet,FRONT NATIONAL Federation du VAR. Conseiller Regional PACA Responsable de la huitieme circonscription du Var,,,n,,,TRUE,,,2870355976,723,474,2014,19/12/2016
Twitter,2016-12,yes,Grégory FOUGLE,,LR,m,,,gfougle,conseiller municipal 'Les Republicains' st brevin les pins (44). referent 9 circo 44 comite #Fillon2017. #LesRepublicains #AvecRetailleau #SensCommun,,,n,,,TRUE,,,2975169231,25446,799,2015,22/12/2016
Twitter,2016-12,yes,Guillaume SALOMON,,UDI,m,,,salomongj,adjoint UDI au Maire de Noisy-le-sec,,,n,,,TRUE,,,313338145,3299,662,2011,20/12/2016
Twitter,2016-12,yes,Frédérique DENIS,,EELV,f,,,frederiquedenis,"L'#ecologie des #solutions existe. #COP21. Elue, militante et fiere de l'etre. Conseillere departementale @cg93fr Presidente du Groupe EELV #SSD93",,,n,,,TRUE,,,3429769665,1160,435,2015,22/12/2016
Twitter,2016-12,yes,Joseph ELSE,,LR,f,,,elsejoseph,secretaire dep Les Republicains 08 vice Presidente conseil departemental adjointe maire Charleville Mez Prof H/G,,,n,,,TRUE,,,390828744,1289,1139,2011,21/12/2016
Twitter,2016-12,yes,Christian MONTEGU,https://duckduckgo.com/?q=Christian+MONTEGU+twitter,MODEM,m,,,ibicot,conseiller municipal MODEM Villeurbanne,,,n,,,FALSE,,,412992147,4638,855,2011,22/12/2016
Twitter,2016-12,yes,Vinciane FABER,,EELV,f,,,vincianefaber,Conseillere Municipale deleguee au velo. Presidente du conseil de quartier des Bois Blancs. Conseillere LMCU EELV,,,n,,,TRUE,,,418900693,522,658,2011,24/6/2016
Twitter,2016-12,yes,Max BRISSON,,LR,m,,,max_brisson,"Conseiller departemental de Biarritz, Premier Vice-president du Conseil departemental des Pyrenees-Atlantiques. President du groupe les Republicains pour le 64",,,n,,,TRUE,,,570754458,4471,1740,2012,21/12/2016
